event,time,long,lat,speed,height,stage,tag
1583642578,5/1/2012 17:00,-121.54033,38.82433,9.77436,270,preHatching,105928
1583647211,5/1/2012 17:00,-121.60682,38.68667564,7.7166,110,preHatching,105930
1583639365,5/1/2012 18:00,-121.54767,38.63717,8.74548,170,preHatching,105923
1583642579,5/1/2012 18:00,-121.53867,38.826,11.31768,170,preHatching,105928
1583647212,5/1/2012 18:00,-121.6085,38.6865,0,30,preHatching,105930
1583651299,5/1/2012 18:00,-121.58183,38.75983,4.62996,70,preHatching,105936
1583639366,5/1/2012 19:00,-121.5795,38.60933,5.65884,310,preHatching,105923
1583642580,5/1/2012 19:00,-121.54333,38.82417,8.74548,500,preHatching,105928
1583647213,5/1/2012 19:00,-121.6083276,38.68600663,0,30,preHatching,105930
1583639367,5/1/2012 20:00,-121.68467,38.66817,0,30,preHatching,105923
1583642581,5/1/2012 20:00,-121.5405,38.82733,8.23104,60,preHatching,105928
1583647214,5/1/2012 20:00,-121.60833,38.68417,5.1444,230,preHatching,105930
1583651300,5/1/2012 20:00,-121.58867,38.7595,7.7166,110,preHatching,105936
1583639368,5/1/2012 21:00,-121.5585,38.6105,0,40,preHatching,105923
1583642582,5/1/2012 21:00,-121.54033,38.82317,12.34656,260,preHatching,105928
1583647215,5/1/2012 21:00,-121.60883,38.686,0,60,preHatching,105930
1583639369,5/1/2012 22:00,-121.56233,38.61183,7.20216,250,preHatching,105923
1583642583,5/1/2012 22:00,-121.53783,38.8245,5.65884,40,preHatching,105928
1583647216,5/1/2012 22:00,-121.608,38.6865,1.02888,400,preHatching,105930
1583651301,5/1/2012 22:00,-121.58417,38.76,10.2888,120,preHatching,105936
1583639370,5/1/2012 23:00,-121.55767,38.60883,8.23104,150,preHatching,105923
1583642584,5/1/2012 23:00,-121.5365025,38.82633787,0,30,preHatching,105928
1583647217,5/1/2012 23:00,-121.6078288,38.68499162,1.54332,230,preHatching,105930
1583639371,5/2/2012 0:00,-121.562,38.60783,7.20216,430,preHatching,105923
1583642585,5/2/2012 0:00,-121.53983,38.82867,1.02888,90,preHatching,105928
1583647218,5/2/2012 0:00,-121.611,38.686,0,30,preHatching,105930
1583651302,5/2/2012 0:00,-121.58067,38.7585,0,30,preHatching,105936
1583639372,5/2/2012 1:00,-121.553,38.61017,2.5722,590,preHatching,105923
1583642586,5/2/2012 1:00,-121.53683,38.82483,0.51444,200,preHatching,105928
1583647219,5/2/2012 1:00,-121.60483,38.6855,0,30,preHatching,105930
1583639373,5/2/2012 2:00,-121.5576627,38.60916698,0,90,preHatching,105923
1583642587,5/2/2012 2:00,-121.53767,38.82783,0,30,preHatching,105928
1583647220,5/2/2012 2:00,-121.6079995,38.68616495,0,50,preHatching,105930
1583651303,5/2/2012 2:00,-121.59367,38.75783,0,60,preHatching,105936
1583639374,5/2/2012 3:00,-121.5575,38.611,0,40,preHatching,105923
1583642588,5/2/2012 3:00,-121.5359938,38.82632715,0,30,preHatching,105928
1583647221,5/2/2012 3:00,-121.6088189,38.68599747,0,50,preHatching,105930
1583639375,5/2/2012 16:00,-121.56567,38.6085,8.23104,180,preHatching,105923
1583642589,5/2/2012 16:00,-121.53717,38.82183,3.60108,30,preHatching,105928
1583647222,5/2/2012 16:00,-121.606,38.68783,7.20216,60,preHatching,105930
1583651304,5/2/2012 16:00,-121.58417,38.76083,4.62996,100,preHatching,105936
1583639376,5/2/2012 17:00,-121.5595,38.59567,6.17328,170,preHatching,105923
1583642590,5/2/2012 17:00,-121.54217,38.825,15.94764,260,preHatching,105928
1583647223,5/2/2012 17:00,-121.6055,38.685,7.20216,60,preHatching,105930
1583639377,5/2/2012 18:00,-121.68017,38.6605,9.77436,50,preHatching,105923
1583642591,5/2/2012 18:00,-121.547,38.8295,10.2888,220,preHatching,105928
1583647224,5/2/2012 18:00,-121.6079999,38.6848265,5.1444,210,preHatching,105930
1583651305,5/2/2012 18:00,-121.594,38.75933,8.74548,30,preHatching,105936
1583639378,5/2/2012 19:00,-121.5576666,38.60917231,1.02888,30,preHatching,105923
1583642592,5/2/2012 19:00,-121.545,38.82833,6.68772,200,preHatching,105928
1583647225,5/2/2012 19:00,-121.60433,38.68633,14.40432,210,preHatching,105930
1583639379,5/2/2012 20:00,-121.52017,38.62883,9.25992,100,preHatching,105923
1583642593,5/2/2012 20:00,-121.53783,38.82633,3.08664,70,preHatching,105928
1583647226,5/2/2012 20:00,-121.606,38.68683,7.7166,350,preHatching,105930
1583651306,5/2/2012 20:00,-121.5856791,38.75566639,6.17328,50,preHatching,105936
1583639380,5/2/2012 21:00,-121.5576634,38.60917606,0,40,preHatching,105923
1583642594,5/2/2012 21:00,-121.54883,38.828,10.80324,250,preHatching,105928
1583647227,5/2/2012 21:00,-121.6069957,38.68517406,0,30,preHatching,105930
1583639381,5/2/2012 22:00,-121.5578287,38.6091764,0,40,preHatching,105923
1583642595,5/2/2012 22:00,-121.5425,38.82833,11.83212,220,preHatching,105928
1583647228,5/2/2012 22:00,-121.6083276,38.68600357,0,30,preHatching,105930
1583651307,5/2/2012 22:00,-121.591995,38.75916438,0,30,preHatching,105936
1583639382,5/2/2012 23:00,-121.55983,38.61017,2.5722,100,preHatching,105923
1583642596,5/2/2012 23:00,-121.56333,38.8265,19.03428,130,preHatching,105928
1583647229,5/2/2012 23:00,-121.60183,38.68533,2.05776,100,preHatching,105930
1583639383,5/3/2012 0:00,-121.5576694,38.60899803,0,100,preHatching,105923
1583642597,5/3/2012 0:00,-121.53817,38.827,0.51444,130,preHatching,105928
1583647230,5/3/2012 0:00,-121.60567,38.6835,5.65884,30,preHatching,105930
1583651308,5/3/2012 0:00,-121.59167,38.759,0,90,preHatching,105936
1583639384,5/3/2012 1:00,-121.55733,38.6085,0,90,preHatching,105923
1583642598,5/3/2012 1:00,-121.5375,38.8275,1.54332,30,preHatching,105928
1583647231,5/3/2012 1:00,-121.6063359,38.68517746,0,30,preHatching,105930
1583639385,5/3/2012 2:00,-121.55633,38.61067,8.23104,30,preHatching,105923
1583642599,5/3/2012 2:00,-121.53783,38.8265,0,30,preHatching,105928
1583647232,5/3/2012 2:00,-121.6085054,38.68633629,0,30,preHatching,105930
1583651309,5/3/2012 2:00,-121.5920019,38.75933699,0,40,preHatching,105936
1583639386,5/3/2012 3:00,-121.5535,38.609,0,40,preHatching,105923
1583642600,5/3/2012 3:00,-121.53667,38.8263306,0,30,preHatching,105928
1583647233,5/3/2012 3:00,-121.611,38.68667,0,30,preHatching,105930
1583639387,5/3/2012 16:00,-121.55783,38.60883,2.5722,30,preHatching,105923
1583642601,5/3/2012 16:00,-121.536495,38.82633064,2.05776,30,preHatching,105928
1583647234,5/3/2012 16:00,-121.60417,38.68483,1.54332,30,preHatching,105930
1583651310,5/3/2012 16:00,-121.5855,38.7575,0,30,preHatching,105936
1583639388,5/3/2012 17:00,-121.55767,38.6095,0,30,preHatching,105923
1583642602,5/3/2012 17:00,-121.539,38.82533,3.60108,70,preHatching,105928
1583647235,5/3/2012 17:00,-121.6083246,38.68667496,1.54332,30,preHatching,105930
1583639389,5/3/2012 18:00,-121.52383,38.64583,8.23104,380,preHatching,105923
1583642603,5/3/2012 18:00,-121.5364886,38.82633373,0,30,preHatching,105928
1583647236,5/3/2012 18:00,-121.6081711,38.68599823,0,30,preHatching,105930
1583651311,5/3/2012 18:00,-121.586,38.757,7.7166,60,preHatching,105936
1583639390,5/3/2012 19:00,-121.56233,38.612,7.20216,260,preHatching,105923
1583642604,5/3/2012 19:00,-121.5360028,38.82616834,0,30,preHatching,105928
1583647237,5/3/2012 19:00,-121.6083374,38.68617147,0,50,preHatching,105930
1583639391,5/3/2012 20:00,-121.5581634,38.60999777,3.60108,60,preHatching,105923
1583642605,5/3/2012 20:00,-121.54233,38.82933,1.54332,40,preHatching,105928
1583647238,5/3/2012 20:00,-121.606,38.68433,4.11552,60,preHatching,105930
1583651312,5/3/2012 20:00,-121.5919926,38.75916997,0,50,preHatching,105936
1583639392,5/3/2012 21:00,-121.55683,38.60883,0,30,preHatching,105923
1583642606,5/3/2012 21:00,-121.538,38.8255,5.1444,50,preHatching,105928
1583647239,5/3/2012 21:00,-121.6083245,38.6861623,12.34656,130,preHatching,105930
1583639393,5/3/2012 22:00,-121.576,38.62767,10.80324,30,preHatching,105923
1583642607,5/3/2012 22:00,-121.5375,38.82683,10.2888,40,preHatching,105928
1583647240,5/3/2012 22:00,-121.6060089,38.68433683,6.17328,40,preHatching,105930
1583651313,5/3/2012 22:00,-121.59383,38.75717,5.65884,30,preHatching,105936
1583639394,5/3/2012 23:00,-121.5576808,38.60917726,0,30,preHatching,105923
1583642608,5/3/2012 23:00,-121.54883,38.825,0,60,preHatching,105928
1583647241,5/3/2012 23:00,-121.607,38.68533,13.88988,30,preHatching,105930
1583639395,5/4/2012 0:00,-121.5545,38.623,6.17328,30,preHatching,105923
1583642609,5/4/2012 0:00,-121.5366637,38.82632366,0,30,preHatching,105928
1583647242,5/4/2012 0:00,-121.6083215,38.68600812,0.51444,30,preHatching,105930
1583651314,5/4/2012 0:00,-121.5938265,38.75833675,2.5722,40,preHatching,105936
1583639396,5/4/2012 1:00,-121.55967,38.60867,7.20216,280,preHatching,105923
1583642610,5/4/2012 1:00,-121.541,38.82533,6.68772,30,preHatching,105928
1583647243,5/4/2012 1:00,-121.6048274,38.68517007,0,30,preHatching,105930
1583639397,5/4/2012 2:00,-121.5578305,38.60900261,0,50,preHatching,105923
1583642611,5/4/2012 2:00,-121.53733,38.82783,0,30,preHatching,105928
1583647244,5/4/2012 2:00,-121.6048285,38.68517763,0,30,preHatching,105930
1583651315,5/4/2012 2:00,-121.59217,38.75867,0,30,preHatching,105936
1583639398,5/4/2012 3:00,-121.5545,38.61233,0,100,preHatching,105923
1583642612,5/4/2012 3:00,-121.538,38.82717,0,30,preHatching,105928
1583647245,5/4/2012 3:00,-121.60517,38.683,0,30,preHatching,105930
1583639399,5/4/2012 16:00,-121.521,38.62817,12.861,50,preHatching,105923
1583642613,5/4/2012 16:00,-121.541,38.823,8.23104,90,preHatching,105928
1583647246,5/4/2012 16:00,-121.6036741,38.68632346,5.65884,360,preHatching,105930
1583651316,5/4/2012 16:00,-121.588,38.75817,7.20216,100,preHatching,105936
1583639400,5/4/2012 17:00,-121.54533,38.6115,10.2888,130,preHatching,105923
1583642614,5/4/2012 17:00,-121.5365,38.82617,0,30,preHatching,105928
1583647247,5/4/2012 17:00,-121.608,38.6855,2.05776,200,preHatching,105930
1583639401,5/4/2012 18:00,-121.54167,38.63667,9.25992,140,preHatching,105923
1583642615,5/4/2012 18:00,-121.5445,38.82733,9.77436,160,preHatching,105928
1583647248,5/4/2012 18:00,-121.6055012,38.68499531,0.51444,70,preHatching,105930
1583651317,5/4/2012 18:00,-121.59183,38.7585,5.1444,200,preHatching,105936
1583639402,5/4/2012 19:00,-121.55667,38.60967,0,340,preHatching,105923
1583642616,5/4/2012 19:00,-121.53933,38.82483,14.40432,110,preHatching,105928
1583647249,5/4/2012 19:00,-121.60717,38.68516982,0,30,preHatching,105930
1583639403,5/4/2012 20:00,-121.555,38.61283,12.34656,450,preHatching,105923
1583642617,5/4/2012 20:00,-121.53617,38.82233,6.17328,60,preHatching,105928
1583647250,5/4/2012 20:00,-121.60567,38.68283,8.74548,30,preHatching,105930
1583651318,5/4/2012 20:00,-121.59233,38.75867,8.23104,150,preHatching,105936
1583639404,5/4/2012 21:00,-121.51883,38.63183,0,30,preHatching,105923
1583642618,5/4/2012 21:00,-121.54,38.82517,15.94764,170,preHatching,105928
1583647251,5/4/2012 21:00,-121.607,38.68633,9.77436,250,preHatching,105930
1583639405,5/4/2012 22:00,-121.55967,38.6115,7.20216,40,preHatching,105923
1583642619,5/4/2012 22:00,-121.54617,38.82933,8.23104,100,preHatching,105928
1583647252,5/4/2012 22:00,-121.607,38.68667,9.77436,220,preHatching,105930
1583651319,5/4/2012 22:00,-121.58233,38.7565,0,30,preHatching,105936
1583639406,5/4/2012 23:00,-121.54117,38.64967,0,30,preHatching,105923
1583642620,5/4/2012 23:00,-121.54133,38.82583,8.74548,250,preHatching,105928
1583647253,5/4/2012 23:00,-121.60567,38.6855,6.68772,210,preHatching,105930
1583639407,5/5/2012 0:00,-121.558,38.60883,0,190,preHatching,105923
1583642621,5/5/2012 0:00,-121.54467,38.82817,4.62996,400,preHatching,105928
1583647254,5/5/2012 0:00,-121.6078373,38.68582962,0,30,preHatching,105930
1583651320,5/5/2012 0:00,-121.58533,38.75817,6.68772,140,preHatching,105936
1583639408,5/5/2012 1:00,-121.5555,38.6115,8.23104,320,preHatching,105923
1583642622,5/5/2012 1:00,-121.54483,38.8245,10.2888,270,preHatching,105928
1583647255,5/5/2012 1:00,-121.6063293,38.68466882,4.62996,230,preHatching,105930
1583639409,5/5/2012 2:00,-121.55717,38.6085,0,260,preHatching,105923
1583642623,5/5/2012 2:00,-121.53683,38.82617,0.51444,30,preHatching,105928
1583647256,5/5/2012 2:00,-121.60283,38.685,0,70,preHatching,105930
1583651321,5/5/2012 2:00,-121.5936636,38.75882432,0,40,preHatching,105936
1583639410,5/5/2012 3:00,-121.55083,38.60967,3.08664,260,preHatching,105923
1583642624,5/5/2012 3:00,-121.54483,38.82617,0,30,preHatching,105928
1583647257,5/5/2012 3:00,-121.606,38.68583,0,30,preHatching,105930
1583639411,5/5/2012 16:00,-121.5576646,38.60950428,0,80,preHatching,105923
1583642625,5/5/2012 16:00,-121.539,38.825,1.02888,30,preHatching,105928
1583647258,5/5/2012 16:00,-121.6056799,38.68349181,0,30,preHatching,105930
1583651322,5/5/2012 16:00,-121.59183,38.758,1.02888,30,preHatching,105936
1583639412,5/5/2012 17:00,-121.55667,38.60783,5.65884,210,preHatching,105923
1583642626,5/5/2012 17:00,-121.53649,38.826167,5.65884,60,preHatching,105928
1583647259,5/5/2012 17:00,-121.60717,38.68083,3.60108,90,preHatching,105930
1583639413,5/5/2012 18:00,-121.525,38.64683,2.5722,30,preHatching,105923
1583642627,5/5/2012 18:00,-121.53917,38.82667,1.02888,340,preHatching,105928
1583651323,5/5/2012 18:00,-121.5915,38.758,6.68772,50,preHatching,105936
1583639414,5/5/2012 19:00,-121.5578255,38.60900184,11.83212,110,preHatching,105923
1583639415,5/5/2012 20:00,-121.56483,38.60917,1.54332,470,preHatching,105923
1583651324,5/5/2012 20:00,-121.5861687,38.75733464,15.94764,130,preHatching,105936
1583639416,5/5/2012 21:00,-121.553,38.61067,15.4332,190,preHatching,105923
1583639417,5/5/2012 22:00,-121.55617,38.61067,9.77436,100,preHatching,105923
1583642628,5/5/2012 22:00,-121.54467,38.82633,2.05776,150,preHatching,105928
1583651325,5/5/2012 22:00,-121.5899992,38.75783404,13.37544,120,preHatching,105936
1583639418,5/5/2012 23:00,-121.56467,38.606,20.5776,100,preHatching,105923
1583642629,5/5/2012 23:00,-121.537,38.8275,0.51444,30,preHatching,105928
1583639419,5/6/2012 0:00,-121.5575004,38.60883727,0,140,preHatching,105923
1583642630,5/6/2012 0:00,-121.53717,38.827,3.60108,40,preHatching,105928
1583647260,5/6/2012 0:00,-121.60817,38.6825,4.11552,120,preHatching,105930
1583651326,5/6/2012 0:00,-121.5933232,38.75867792,0,30,preHatching,105936
1583639420,5/6/2012 1:00,-121.5576618,38.60916618,0,40,preHatching,105923
1583642631,5/6/2012 1:00,-121.53783,38.826,5.1444,50,preHatching,105928
1583647261,5/6/2012 1:00,-121.61083,38.68533,0,30,preHatching,105930
1583639421,5/6/2012 2:00,-121.5485,38.61233,3.60108,30,preHatching,105923
1583642632,5/6/2012 2:00,-121.5363366,38.82650237,0,30,preHatching,105928
1583647262,5/6/2012 2:00,-121.6040051,38.68267266,0,30,preHatching,105930
1583651327,5/6/2012 2:00,-121.58517,38.7595,0,30,preHatching,105936
1583642633,5/6/2012 3:00,-121.5359967,38.82649198,7.20216,30,preHatching,105928
1583647263,5/6/2012 3:00,-121.605,38.685,0,30,preHatching,105930
1583642634,5/6/2012 16:00,-121.5421785,38.82817644,3.60108,60,preHatching,105928
1583647264,5/6/2012 16:00,-121.60467,38.68267,9.77436,60,preHatching,105930
1583651328,5/6/2012 16:00,-121.58633,38.75683,3.08664,30,preHatching,105936
1583642635,5/6/2012 17:00,-121.53933,38.826,10.2888,70,preHatching,105928
1583647265,5/6/2012 17:00,-121.60617,38.68567,6.68772,200,preHatching,105930
1583642636,5/6/2012 18:00,-121.5385,38.82683,3.08664,130,preHatching,105928
1583647266,5/6/2012 18:00,-121.60583,38.68583,0,30,preHatching,105930
1583651329,5/6/2012 18:00,-121.57567,38.76133,2.5722,30,preHatching,105936
1583642637,5/6/2012 19:00,-121.53783,38.82683,12.34656,50,preHatching,105928
1583647267,5/6/2012 19:00,-121.6083365,38.68600396,0,30,preHatching,105930
1583642638,5/6/2012 20:00,-121.537,38.82633,9.25992,60,preHatching,105928
1583647268,5/6/2012 20:00,-121.6075,38.686,0,30,preHatching,105930
1583651330,5/6/2012 20:00,-121.58683,38.7565,4.11552,150,preHatching,105936
1583639422,5/6/2012 21:00,-121.55567,38.6095,0,340,preHatching,105923
1583642639,5/6/2012 21:00,-121.5360055,38.82632489,0,30,preHatching,105928
1583647269,5/6/2012 21:00,-121.60667,38.68717,3.60108,120,preHatching,105930
1583639423,5/6/2012 22:00,-121.5578315,38.60866445,10.2888,30,preHatching,105923
1583642640,5/6/2012 22:00,-121.53617,38.825,5.65884,280,preHatching,105928
1583647270,5/6/2012 22:00,-121.608505,38.68599739,0,90,preHatching,105930
1583651331,5/6/2012 22:00,-121.591841,38.75900099,0,30,preHatching,105936
1583639424,5/6/2012 23:00,-121.5576757,38.60917704,0,30,preHatching,105923
1583642641,5/6/2012 23:00,-121.54433,38.82883,7.7166,260,preHatching,105928
1583647271,5/6/2012 23:00,-121.6041608,38.68450794,4.11552,150,preHatching,105930
1583639425,5/7/2012 0:00,-121.5575,38.6095,0,30,preHatching,105923
1583642642,5/7/2012 0:00,-121.5360026,38.82633074,0,30,preHatching,105928
1583647272,5/7/2012 0:00,-121.6063312,38.6851744,0,30,preHatching,105930
1583651332,5/7/2012 0:00,-121.57067,38.75983,0,30,preHatching,105936
1583639426,5/7/2012 1:00,-121.5576799,38.60900018,5.65884,30,preHatching,105923
1583642643,5/7/2012 1:00,-121.53617,38.826,0,30,preHatching,105928
1583647273,5/7/2012 1:00,-121.6079937,38.68649183,5.65884,30,preHatching,105930
1583639427,5/7/2012 2:00,-121.5576791,38.60917691,0,30,preHatching,105923
1583642644,5/7/2012 2:00,-121.5365113,38.82632359,0,30,preHatching,105928
1583647274,5/7/2012 2:00,-121.6074911,38.68667855,0,50,preHatching,105930
1583651333,5/7/2012 2:00,-121.57017,38.76033,0,30,preHatching,105936
1583639428,5/7/2012 3:00,-121.55383,38.6105,1.54332,30,preHatching,105923
1583642645,5/7/2012 3:00,-121.53533,38.825,3.60108,30,preHatching,105928
1583647275,5/7/2012 3:00,-121.609,38.68317,3.08664,60,preHatching,105930
1583639429,5/7/2012 16:00,-121.5530043,38.61066445,6.17328,50,preHatching,105923
1583642646,5/7/2012 16:00,-121.5360028,38.82632688,0.51444,30,preHatching,105928
1583647276,5/7/2012 16:00,-121.6083321,38.68616494,0,30,preHatching,105930
1583651334,5/7/2012 16:00,-121.5930004,38.75933382,0,30,preHatching,105936
1583639430,5/7/2012 17:00,-121.5579995,38.60950464,0,40,preHatching,105923
1583642647,5/7/2012 17:00,-121.54233,38.82617,10.2888,260,preHatching,105928
1583647277,5/7/2012 17:00,-121.6066802,38.68399176,4.62996,60,preHatching,105930
1583639431,5/7/2012 18:00,-121.5525,38.60867,14.91876,330,preHatching,105923
1583642648,5/7/2012 18:00,-121.54867,38.82883,8.23104,250,preHatching,105928
1583647278,5/7/2012 18:00,-121.6070039,38.68532573,0.51444,210,preHatching,105930
1583651335,5/7/2012 18:00,-121.596,38.75867,6.68772,80,preHatching,105936
1583639432,5/7/2012 19:00,-121.5576662,38.609334,9.77436,50,preHatching,105923
1583642649,5/7/2012 19:00,-121.53817,38.82517,15.4332,500,preHatching,105928
1583647279,5/7/2012 19:00,-121.6083248,38.68600391,0,30,preHatching,105930
1583639433,5/7/2012 20:00,-121.557502,38.60917802,0,110,preHatching,105923
1583642650,5/7/2012 20:00,-121.5335,38.81983,0,70,preHatching,105928
1583647280,5/7/2012 20:00,-121.609,38.68433,1.54332,180,preHatching,105930
1583651336,5/7/2012 20:00,-121.5919947,38.75932793,0,30,preHatching,105936
1583639434,5/7/2012 21:00,-121.5576605,38.60917074,0,40,preHatching,105923
1583642651,5/7/2012 21:00,-121.54183,38.82383,10.2888,290,preHatching,105928
1583647281,5/7/2012 21:00,-121.60517,38.68167,17.49096,180,preHatching,105930
1583639435,5/7/2012 22:00,-121.5585047,38.61050387,0,40,preHatching,105923
1583642652,5/7/2012 22:00,-121.5364914,38.82633207,0,70,preHatching,105928
1583647282,5/7/2012 22:00,-121.60617,38.683,12.34656,120,preHatching,105930
1583651337,5/7/2012 22:00,-121.5755,38.75833,0,30,preHatching,105936
1583639436,5/7/2012 23:00,-121.557501,38.60899801,0,50,preHatching,105923
1583642653,5/7/2012 23:00,-121.5418338,38.82449565,14.91876,280,preHatching,105928
1583647283,5/7/2012 23:00,-121.6083338,38.6859955,0,30,preHatching,105930
1583639437,5/8/2012 0:00,-121.55717,38.61067,0,30,preHatching,105923
1583642654,5/8/2012 0:00,-121.54217,38.82317,0.51444,120,preHatching,105928
1583647284,5/8/2012 0:00,-121.6056671,38.68516519,0,130,preHatching,105930
1583651338,5/8/2012 0:00,-121.58933,38.75633,0,70,preHatching,105936
1583639438,5/8/2012 1:00,-121.55783,38.611,7.7166,130,preHatching,105923
1583642655,5/8/2012 1:00,-121.5365004,38.82633244,0,30,preHatching,105928
1583647285,5/8/2012 1:00,-121.6081623,38.68632128,0,30,preHatching,105930
1583639439,5/8/2012 2:00,-121.55033,38.614,0.51444,30,preHatching,105923
1583642656,5/8/2012 2:00,-121.53717,38.82683,0,30,preHatching,105928
1583647286,5/8/2012 2:00,-121.6115,38.68483,0,30,preHatching,105930
1583651339,5/8/2012 2:00,-121.58417,38.7575,0,30,preHatching,105936
1583639440,5/8/2012 3:00,-121.55733,38.61133,0,30,preHatching,105923
1583642657,5/8/2012 3:00,-121.54633,38.827,0,30,preHatching,105928
1583647287,5/8/2012 3:00,-121.6083219,38.68599566,0,30,preHatching,105930
1583639441,5/8/2012 16:00,-121.5585,38.61067,0,30,preHatching,105923
1583642658,5/8/2012 16:00,-121.554,38.8245,8.23104,30,preHatching,105928
1583647288,5/8/2012 16:00,-121.6078324,38.68517349,0,30,preHatching,105930
1583651340,5/8/2012 16:00,-121.58617,38.75633,0,30,preHatching,105936
1583639442,5/8/2012 17:00,-121.557334,38.60916286,0,30,preHatching,105923
1583642659,5/8/2012 17:00,-121.537,38.82683,11.31768,30,preHatching,105928
1583647289,5/8/2012 17:00,-121.60667,38.6845,5.65884,320,preHatching,105930
1583639443,5/8/2012 18:00,-121.5578264,38.60933766,0,30,preHatching,105923
1583642660,5/8/2012 18:00,-121.53283,38.82167,5.1444,110,preHatching,105928
1583647290,5/8/2012 18:00,-121.6048329,38.68516165,7.20216,100,preHatching,105930
1583651341,5/8/2012 18:00,-121.59,38.7565,6.17328,90,preHatching,105936
1583639444,5/8/2012 19:00,-121.55267,38.61133,7.7166,100,preHatching,105923
1583642661,5/8/2012 19:00,-121.54567,38.82767,5.65884,160,preHatching,105928
1583647291,5/8/2012 19:00,-121.6071611,38.68366201,0,30,preHatching,105930
1583639445,5/8/2012 20:00,-121.53783,38.649,8.23104,250,preHatching,105923
1583642662,5/8/2012 20:00,-121.54433,38.82867,8.23104,180,preHatching,105928
1583647292,5/8/2012 20:00,-121.6083267,38.68599812,0,30,preHatching,105930
1583639446,5/8/2012 21:00,-121.5578356,38.60899616,0,190,preHatching,105923
1583642663,5/8/2012 21:00,-121.54433,38.82717,6.17328,70,preHatching,105928
1583647293,5/8/2012 21:00,-121.66117,38.5985,0,40,preHatching,105930
1583639447,5/8/2012 22:00,-121.5576705,38.60900164,0,50,preHatching,105923
1583642664,5/8/2012 22:00,-121.554,38.82733,14.40432,220,preHatching,105928
1583647294,5/8/2012 22:00,-121.60617,38.68533,0,50,preHatching,105930
1583651342,5/8/2012 22:00,-121.5895,38.7615,6.17328,310,preHatching,105936
1583639448,5/8/2012 23:00,-121.557664,38.6091629,0,40,preHatching,105923
1583642665,5/8/2012 23:00,-121.54467,38.82867,8.74548,310,preHatching,105928
1583647295,5/8/2012 23:00,-121.60767,38.68633,6.17328,320,preHatching,105930
1583639449,5/9/2012 0:00,-121.5576794,38.60917625,0,30,preHatching,105923
1583642666,5/9/2012 0:00,-121.5445,38.82883,9.25992,430,preHatching,105928
1583647296,5/9/2012 0:00,-121.6045,38.6845,0,30,preHatching,105930
1583651343,5/9/2012 0:00,-121.58867,38.7585,7.7166,210,preHatching,105936
1583639450,5/9/2012 1:00,-121.5576614,38.60949661,0,40,preHatching,105923
1583642667,5/9/2012 1:00,-121.54367,38.824,14.40432,280,preHatching,105928
1583647297,5/9/2012 1:00,-121.6048245,38.68516975,0,30,preHatching,105930
1583639451,5/9/2012 2:00,-121.5576736,38.60933514,0,40,preHatching,105923
1583642668,5/9/2012 2:00,-121.5371677,38.82682971,0.51444,170,preHatching,105928
1583647298,5/9/2012 2:00,-121.6058275,38.68517233,0,30,preHatching,105930
1583651344,5/9/2012 2:00,-121.59333,38.75967,0,240,preHatching,105936
1583639452,5/9/2012 3:00,-121.553,38.61283,0,30,preHatching,105923
1583642669,5/9/2012 3:00,-121.5365,38.8263379,0,50,preHatching,105928
1583647299,5/9/2012 3:00,-121.6078207,38.68533392,0,80,preHatching,105930
1583639453,5/9/2012 16:00,-121.5576623,38.60916571,0,30,preHatching,105923
1583642670,5/9/2012 16:00,-121.55533,38.84983,0,30,preHatching,105928
1583647300,5/9/2012 16:00,-121.6105,38.68533,3.60108,70,preHatching,105930
1583651345,5/9/2012 16:00,-121.588,38.75933,8.23104,230,preHatching,105936
1583639454,5/9/2012 17:00,-121.5578336,38.60916497,0,100,preHatching,105923
1583642671,5/9/2012 17:00,-121.544,38.83033,10.80324,180,preHatching,105928
1583647301,5/9/2012 17:00,-121.60633,38.6855,5.65884,120,preHatching,105930
1583639455,5/9/2012 18:00,-121.5575038,38.60917035,0,40,preHatching,105923
1583642672,5/9/2012 18:00,-121.53883,38.82867,5.1444,150,preHatching,105928
1583647302,5/9/2012 18:00,-121.6083349,38.68599243,0,30,preHatching,105930
1583651346,5/9/2012 18:00,-121.5815,38.75817,10.2888,290,preHatching,105936
1583639456,5/9/2012 19:00,-121.565,38.606,8.74548,320,preHatching,105923
1583642673,5/9/2012 19:00,-121.54783,38.82767,16.46208,130,preHatching,105928
1583647303,5/9/2012 19:00,-121.6085071,38.68599867,0,40,preHatching,105930
1583639457,5/9/2012 20:00,-121.52967,38.652,9.77436,120,preHatching,105923
1583642674,5/9/2012 20:00,-121.5360071,38.82633653,0,30,preHatching,105928
1583647304,5/9/2012 20:00,-121.60917,38.684,5.1444,280,preHatching,105930
1583651347,5/9/2012 20:00,-121.5805,38.76,7.7166,140,preHatching,105936
1583639458,5/9/2012 21:00,-121.5578306,38.60899584,0,30,preHatching,105923
1583642675,5/9/2012 21:00,-121.5393225,38.82566758,5.65884,330,preHatching,105928
1583647305,5/9/2012 21:00,-121.605821,38.68517843,9.25992,110,preHatching,105930
1583639459,5/9/2012 22:00,-121.55817,38.60783,0,280,preHatching,105923
1583642676,5/9/2012 22:00,-121.5364962,38.8263266,0,30,preHatching,105928
1583647306,5/9/2012 22:00,-121.6083298,38.68617565,0,30,preHatching,105930
1583651348,5/9/2012 22:00,-121.584,38.75717,10.2888,50,preHatching,105936
